62,113,72,21:26:43
66,114,69,21:26:43
98,59,62,21:26:43
98,96,111,21:26:43
114,80,91,21:26:43
116,112,115,21:26:43
92,62,102,21:26:43
81,51,51,21:26:43
112,85,92,21:26:43
96,97,86,21:26:43
92,101,64,21:26:43
91,99,50,21:26:43
90,57,94,21:26:43
53,70,107,21:26:43
92,72,71,21:26:43
50,75,85,21:26:43
56,113,66,21:26:43
81,67,55,21:26:43
119,80,108,21:26:43
99,62,86,21:26:43
116,76,58,21:26:43
75,112,87,21:26:43
73,88,85,21:26:43
83,87,106,21:26:43
89,101,56,21:26:44
114,112,68,21:26:44
53,90,84,21:26:44
77,114,56,21:26:44
96,113,72,21:26:44
109,105,105,21:26:44
55,89,113,21:26:44
66,82,104,21:26:44
77,76,70,21:26:44
103,118,80,21:26:44
60,63,64,21:26:44
79,108,61,21:26:44
114,80,106,21:26:44
56,119,75,21:26:44
86,80,61,21:26:44
118,98,55,21:26:44
50,51,60,21:26:44
112,86,117,21:26:44
100,107,118,21:26:44
95,67,91,21:26:44
112,89,112,21:26:44
79,63,88,21:26:44
86,85,75,21:26:44
80,93,72,21:26:44
85,62,61,21:26:44
77,109,108,21:26:44
74,86,60,21:26:44
74,87,102,21:26:44
106,91,74,21:26:44
97,103,108,21:26:44
85,50,82,21:26:44
76,56,60,21:26:44
80,53,78,21:26:44
111,87,53,21:26:44
97,102,107,21:26:44
59,87,102,21:26:44
116,63,80,21:26:44
85,96,101,21:26:44
106,50,116,21:26:44
65,94,55,21:26:44
60,109,116,21:26:44
69,87,97,21:26:44
74,75,56,21:26:44
100,53,114,21:26:44
77,55,96,21:26:44
53,100,105,21:26:44
119,54,90,21:26:44
96,110,56,21:26:44
80,51,57,21:26:44
73,119,81,21:26:44
95,79,103,21:26:44
64,78,81,21:26:44
105,50,63,21:26:44
107,91,106,21:26:44
119,75,94,21:26:44
108,76,102,21:26:44
74,98,94,21:26:44
62,62,78,21:26:44
109,68,90,21:26:44
79,83,56,21:26:44
60,78,82,21:26:44
73,72,57,21:26:44
118,98,50,21:26:44
58,104,52,21:26:44
70,92,102,21:26:44
79,80,76,21:26:44
87,112,61,21:26:44
102,110,90,21:26:44
97,119,55,21:26:44
65,52,107,21:26:44
56,61,90,21:26:44
79,99,82,21:26:44
62,92,73,21:26:44
67,85,74,21:26:44
67,108,103,21:26:44
54,80,103,21:26:44
73,78,66,21:26:44
85,101,74,21:26:44
99,64,68,21:26:44
71,91,118,21:26:44
87,79,119,21:26:44
53,89,61,21:26:44
113,103,54,21:26:44
73,78,54,21:26:44
64,55,67,21:26:44
89,109,61,21:32:11
118,55,71,21:32:11
95,103,96,21:32:11
118,75,110,21:32:11
80,56,77,21:32:11
98,96,95,21:32:11
70,91,95,21:32:11
91,89,94,21:32:11
73,98,65,21:32:11
52,62,102,21:32:11
90,76,76,21:32:11
104,78,116,21:32:11
64,85,98,21:32:11
54,71,60,21:32:11
87,99,71,21:32:11
99,76,70,21:32:11
97,109,71,21:32:11
118,75,94,21:32:11
59,67,106,21:32:11
89,103,111,21:32:11
60,64,54,21:32:11
108,90,80,21:32:11
110,67,79,21:32:11
88,94,79,21:32:11
107,102,55,21:32:11
60,98,50,21:32:11
81,83,59,21:32:11
112,64,104,21:32:11
96,62,103,21:32:11
51,52,90,21:32:11
102,71,91,21:32:11
68,58,61,21:32:11
89,110,80,21:32:11
117,70,117,21:32:12
82,101,118,21:32:12
101,76,106,21:32:12
103,104,94,21:32:12
100,97,69,21:32:12
85,93,112,21:32:12
59,95,93,21:32:12
89,57,96,21:32:12
61,119,85,21:32:12
104,83,72,21:32:12
91,94,65,21:32:12
105,102,71,21:32:12
109,54,100,21:32:12
55,79,104,21:32:12
68,104,98,21:32:12
59,90,96,21:32:12
67,86,85,21:32:12
100,104,88,21:32:12
108,87,106,21:32:12
98,76,58,21:32:12
59,98,116,21:32:12
50,105,114,21:32:12
61,108,83,21:32:12
79,96,114,21:32:12
84,119,68,21:32:12
75,81,98,21:32:12
113,58,107,21:32:12
71,59,118,21:32:12
93,90,92,21:32:12
111,88,115,21:32:12
56,110,62,21:32:12
119,73,86,21:32:12
118,71,76,21:32:12
55,70,90,21:32:12
57,67,78,21:32:12
70,56,116,21:32:12
116,55,112,21:32:12
102,71,64,21:32:12
85,82,53,21:32:12
93,98,111,21:32:12
58,114,72,21:32:12
52,59,74,21:32:12
62,51,95,21:32:12
57,89,117,21:32:12
88,95,98,21:32:12
64,112,74,21:32:12
103,115,63,21:32:12
101,62,50,21:32:12
67,100,115,21:32:12
58,88,87,21:32:12
118,55,70,21:32:12
51,92,59,21:32:12
67,64,88,21:32:12
116,81,77,21:32:12
107,101,97,21:32:12
91,103,84,21:32:12
107,65,96,21:32:12
112,114,71,21:32:12
69,119,93,21:32:12
74,51,64,21:32:12
93,78,72,21:32:12
90,108,63,21:32:12
109,109,73,21:32:12
107,54,54,21:32:12
113,95,58,21:32:12
91,107,58,21:32:12
95,101,102,21:32:12
50,76,111,21:32:12
89,108,62,21:32:12
74,91,97,21:32:12
113,108,114,21:32:12
96,114,113,21:32:12
75,74,105,21:32:12
86,50,52,21:32:12
99,70,119,21:32:12
93,100,117,21:32:12
63,106,73,21:32:12
108,95,58,21:32:12
73,85,56,21:32:12
114,81,96,21:32:12
82,111,74,21:32:12
50,74,113,21:32:12
91,67,50,21:32:12
93,60,86,21:32:12
117,54,111,21:32:12
100,76,56,21:32:12
93,90,98,21:32:12
70,82,51,21:32:12
113,103,68,21:32:12
103,90,79,21:32:13
58,96,103,21:32:13
109,115,92,21:32:13
93,90,110,21:32:13
86,59,88,21:32:13
111,80,100,21:32:13
86,54,58,21:32:13
108,79,61,21:32:13
61,99,113,21:32:13
102,116,73,21:32:13
110,73,68,21:32:13
83,52,90,21:32:13
86,54,99,21:32:13
118,64,78,21:32:13
77,100,61,21:32:13
74,82,51,21:32:13
77,114,94,21:32:13
68,67,56,21:32:13
88,91,86,21:32:13
82,98,67,21:32:13
70,88,119,21:32:13
89,64,50,21:32:13
94,50,79,21:32:13
61,85,68,21:32:13
70,69,90,21:32:13
102,84,103,21:32:13
96,66,95,21:32:13
79,102,70,21:32:13
102,58,107,21:32:13
52,116,118,21:32:13
95,67,106,21:32:13
89,84,64,21:32:13
51,112,101,21:32:13
105,62,116,21:32:13
96,95,67,21:32:13
61,91,80,21:32:13
58,98,84,21:32:13
106,116,118,21:32:13
103,66,79,21:32:13
64,51,118,21:32:13
87,86,97,21:32:13
82,115,78,21:32:13
71,67,81,21:32:13
69,96,117,21:32:13
90,94,98,21:32:13
106,83,94,21:32:13
92,55,82,21:32:13
84,62,83,21:32:13
50,101,95,21:32:13
61,64,80,21:32:13
72,86,60,21:32:13
110,77,55,21:32:13
55,104,96,21:32:13
93,87,94,21:32:13
100,77,90,21:32:13
101,92,60,21:32:13
85,68,62,21:32:13
63,112,103,21:32:13
97,69,116,21:32:13
54,77,64,21:32:13
75,66,87,21:32:13
82,115,114,21:32:13
88,58,85,21:32:13
57,108,113,21:32:13
50,118,57,21:32:13
59,59,106,21:32:13
84,71,117,21:32:13
109,116,103,21:32:13
104,107,102,21:32:13
108,88,104,21:32:13
97,90,64,21:32:13
111,64,109,21:32:13
58,70,118,21:32:13
100,104,73,21:32:13
95,96,107,21:32:13
85,110,82,21:32:13
117,50,104,21:32:13
52,93,113,21:32:13
98,109,51,21:32:13
63,83,80,21:32:13
91,70,102,21:32:13
58,116,97,21:32:13
94,51,94,21:32:13
91,97,111,21:32:13
78,82,92,21:32:13
62,79,107,21:32:13
51,57,57,21:32:13
87,67,105,21:32:13
58,103,83,21:32:13
83,97,99,21:32:13
58,50,61,21:32:13
100,100,60,21:32:14
65,52,102,21:32:14
112,90,68,21:32:14
69,54,54,21:32:14
108,117,59,21:32:14
74,105,110,21:32:14
110,77,82,21:32:14
71,100,102,21:32:14
114,99,119,21:32:14
55,103,112,21:32:14
106,99,114,21:32:14
91,107,70,21:32:14
84,98,55,21:32:14
114,99,98,21:32:14
70,70,104,21:32:14
80,65,51,21:32:14
74,92,82,21:32:14
69,109,55,21:32:14
71,106,82,21:32:14
97,59,88,21:32:14
91,58,78,21:32:14
104,95,98,21:32:14
85,106,73,21:32:14
52,84,101,21:32:14
57,102,99,21:32:14
71,109,72,21:32:14
58,60,59,21:32:14
80,110,103,21:32:14
119,108,98,21:32:14
72,77,66,21:32:14
62,81,83,21:32:14
60,58,105,21:32:14
62,114,88,21:32:14
93,112,109,21:32:14
95,102,111,21:32:14
112,98,99,21:32:14
80,92,78,21:32:14
112,101,61,21:32:14
50,72,117,21:32:14
75,101,102,21:32:14
115,73,67,21:32:14
93,60,59,21:32:14
54,78,75,21:32:14
86,109,119,21:32:14
90,65,90,21:32:14
79,50,72,21:32:14
89,96,109,21:32:14
54,66,115,21:32:14
78,55,90,21:32:14
68,69,72,21:32:14
55,63,107,21:32:14
52,67,78,21:32:14
73,80,79,21:32:14
76,67,93,21:32:14
117,93,79,21:32:14
77,67,60,21:32:14
75,91,89,21:32:14
77,98,82,21:32:14
105,59,93,21:32:14
114,60,91,21:32:14
105,113,75,21:32:14
105,61,113,21:32:14
50,83,114,21:32:14
55,61,116,21:32:14
103,56,70,21:32:14
96,56,99,21:32:14
119,104,99,21:32:14
75,104,86,21:32:14
57,80,112,21:32:14
57,57,114,21:32:14
114,91,58,21:32:14
105,85,97,21:32:14
109,101,85,21:32:14
98,112,71,21:32:14
77,107,75,21:32:14
119,92,102,21:32:14
75,83,87,21:32:14
72,102,84,21:32:14
116,62,110,21:32:14
68,119,82,21:32:14
51,74,94,21:32:14
85,112,54,21:32:14
101,60,54,21:32:14
65,77,106,21:32:14
105,84,110,21:32:14
77,116,97,21:32:15
114,58,105,21:32:15
78,116,87,21:32:15
86,86,116,21:32:15
90,58,70,21:32:15
84,101,74,21:32:15
110,93,116,21:32:15
96,88,78,21:32:15
55,58,62,21:32:15
106,51,100,21:32:15
112,97,106,21:32:15
53,50,71,21:32:15
119,68,80,21:32:15
87,83,94,21:32:15
66,66,118,21:32:15
97,93,50,21:32:15
115,91,62,21:32:15
98,115,77,21:32:15
90,114,114,21:32:15
100,109,100,21:32:15
116,111,90,21:32:15
97,70,61,21:32:15
89,68,113,21:32:15
64,71,68,21:32:15
56,95,96,21:32:15
96,67,81,21:32:15
115,112,101,21:32:15
72,113,89,21:32:15
73,95,106,21:32:15
113,107,52,21:32:15
53,118,80,21:32:15
103,77,104,21:32:15
115,87,53,21:32:15
99,70,53,21:32:15
109,99,59,21:32:15
51,61,76,21:32:15
108,84,68,21:32:15
107,104,67,21:32:15
96,98,64,21:32:15
61,101,86,21:32:15
76,79,78,21:32:15
87,68,64,21:32:15
111,55,117,21:32:15
68,61,50,21:32:15
95,73,110,21:32:15
50,98,65,21:32:15
73,95,51,21:32:15
63,102,74,21:32:15
77,91,55,21:32:15
96,77,60,21:32:15
95,81,67,21:32:15
106,94,79,21:32:15
106,74,88,21:32:15
65,62,106,21:32:15
94,101,82,21:32:15
70,114,53,21:32:15
85,115,82,21:32:15
72,93,104,21:32:15
113,90,55,21:32:15
73,66,98,21:32:15
66,118,51,21:32:15
91,115,55,21:32:15
69,61,93,21:32:15
72,66,71,21:32:15
62,91,68,21:32:15
110,91,55,21:32:15
68,118,59,21:32:15
67,106,66,21:32:15
68,72,119,21:32:15
61,90,76,21:32:15
86,69,87,21:32:15
53,74,84,21:32:15
110,78,117,21:32:15
88,77,80,21:32:15
82,56,60,21:32:15
80,85,115,21:32:15
59,96,62,21:32:15
57,74,77,21:32:15
58,84,85,21:32:15
116,95,90,21:32:15
110,119,98,21:32:15
73,51,109,21:32:15
74,115,115,21:32:15
119,114,99,21:32:15
50,115,115,21:32:15
105,56,75,21:32:15
95,76,58,21:32:15
77,72,109,21:32:15
63,102,71,21:32:15
62,93,83,21:32:15
90,75,89,21:32:15
94,106,62,21:32:16
79,58,60,21:32:16
52,70,77,21:32:16
63,63,105,21:32:16
119,85,56,21:32:16
52,57,57,21:32:16
89,73,86,21:32:16
50,58,91,21:32:16
90,106,93,21:32:16
69,75,119,21:32:16
62,118,101,21:32:16
92,78,78,21:32:16
55,59,81,21:32:16
96,104,55,21:32:16
102,118,74,21:32:16
111,50,113,21:32:16
116,102,91,21:32:16
69,79,111,21:32:16
79,105,51,21:32:16
75,55,91,21:32:16
72,106,60,21:32:16
50,108,54,21:32:16
103,89,97,21:32:16
106,116,105,21:32:16
90,53,116,21:32:16
75,119,116,21:32:16
90,115,101,21:32:16
87,109,100,21:32:16
64,62,103,21:32:16
70,54,56,21:32:16
102,100,64,21:32:16
91,58,60,21:32:16
112,64,104,21:32:16
97,102,107,21:32:16
116,62,92,21:32:16
89,110,52,21:32:16
89,71,57,21:32:16
116,74,111,21:32:16
67,53,67,21:32:16
53,97,63,21:32:16
103,93,73,21:32:16
109,83,97,21:32:16
118,56,114,21:32:16
61,64,104,21:32:16
108,95,117,21:32:16
113,90,106,21:32:16
72,87,114,21:32:16
65,114,91,21:32:16
105,100,54,21:32:16
61,85,64,21:32:16
117,105,82,21:32:16
63,95,100,21:32:16
84,88,50,21:32:16
56,64,54,21:32:16
53,103,98,21:32:16
51,109,92,21:32:16
63,100,112,21:32:16
98,61,61,21:32:16
82,100,103,21:32:16
105,91,81,21:32:16
106,66,87,21:32:16
56,52,91,21:32:16
69,53,78,21:32:16
80,112,64,21:32:16
97,70,96,21:32:16
55,87,92,21:32:16
67,103,59,21:32:16
71,75,92,21:32:16
96,119,75,21:32:16
54,53,64,21:32:16
114,59,104,21:32:16
106,92,69,21:32:16
79,92,105,21:32:16
74,114,90,21:32:16
89,51,93,21:32:16
78,113,117,21:32:16
102,54,98,21:32:16
64,58,113,21:32:16
96,113,111,21:32:16
50,108,60,21:32:16
106,105,119,21:32:16
56,87,67,21:32:16
64,70,50,21:32:16
54,86,105,21:32:16
99,110,79,21:32:16
92,81,60,21:32:16
79,116,60,21:32:16
83,119,101,21:32:16
88,85,88,21:32:16
88,108,71,21:32:16
118,118,103,21:32:16
60,106,107,21:32:16
107,112,100,21:32:17
114,77,59,21:32:17
96,91,68,21:32:17
118,95,64,21:32:17
82,91,112,21:32:17
54,58,105,21:32:17
114,95,105,21:32:17
95,103,89,21:32:17
88,55,67,21:32:17
60,50,79,21:32:17
96,57,108,21:32:17
67,86,52,21:32:17
104,61,95,21:32:17
108,113,106,21:32:17
100,51,62,21:32:17
105,90,102,21:32:17
62,105,83,21:32:17
51,96,54,21:32:17
94,50,96,21:32:17
92,113,106,21:32:17
109,52,54,21:32:17
68,84,111,21:32:17
111,72,103,21:32:17
78,111,93,21:32:17
119,83,66,21:32:17
89,75,91,21:32:17
101,113,114,21:32:17
93,118,105,21:32:17
94,86,86,21:32:17
90,95,56,21:32:17
66,71,116,21:32:17
58,89,89,21:32:17
73,101,55,21:32:17
68,102,88,21:32:17
112,96,56,21:32:17
113,58,113,21:32:17
59,114,55,21:32:17
80,91,117,21:32:17
103,90,94,21:32:17
107,95,63,21:32:17
72,119,54,21:32:17
51,75,105,21:32:17
78,60,76,21:32:17
105,105,55,21:32:17
74,60,70,21:32:17
89,53,60,21:32:17
111,116,114,21:32:17
59,84,53,21:32:17
74,105,115,21:32:17
58,113,58,21:32:17
56,103,87,21:32:17
89,98,72,21:32:17
109,67,90,21:32:17
118,75,108,21:32:17
58,75,68,21:32:17
78,52,69,21:32:17
74,93,85,21:32:17
117,106,94,21:32:17
104,64,56,21:32:17
99,58,64,21:32:17
56,100,90,21:32:17
68,97,58,21:32:17
63,65,102,21:32:17
90,117,112,21:32:17
115,76,68,21:32:17
114,53,110,21:32:17
95,100,92,21:32:17
81,111,85,21:32:17
62,111,100,21:32:17
102,69,80,21:32:17
65,64,75,21:32:17
76,87,95,21:32:17
85,82,59,21:32:17
112,72,104,21:32:17
92,96,95,21:32:17
72,60,69,21:32:17
76,96,70,21:32:17
89,93,51,21:32:17
89,62,59,21:32:17
92,86,108,21:32:17
105,72,50,21:32:17
69,90,71,21:32:17
76,83,60,21:32:17
81,71,72,21:32:17
67,109,63,21:32:18
106,111,111,21:32:18
94,63,106,21:32:18
73,61,60,21:32:18
96,82,73,21:32:18
110,82,60,21:32:18
73,50,96,21:32:18
53,68,106,21:32:18
114,58,59,21:32:18
114,60,103,21:32:18
119,96,85,21:32:18
99,88,53,21:32:18
50,56,119,21:32:18
65,107,78,21:32:18
110,82,86,21:32:18
58,61,58,21:32:18
113,62,115,21:32:18
73,111,50,21:32:18
106,55,115,21:32:18
113,80,63,21:32:18
96,95,81,21:32:18
85,53,91,21:32:18
88,70,91,21:32:18
78,84,89,21:32:18
63,106,99,21:32:18
72,63,103,21:32:18
101,91,90,21:32:18
114,71,60,21:32:18
69,80,85,21:32:18
74,113,109,21:32:18
104,87,103,21:32:18
64,53,73,21:32:18
114,109,77,21:32:18
68,95,58,21:32:18
56,71,107,21:32:18
79,52,98,21:32:18
64,54,53,21:32:18
79,64,74,21:32:18
66,92,68,21:32:18
60,62,106,21:32:18
105,66,97,21:32:18
63,66,66,21:32:18
93,86,97,21:32:18
95,82,56,21:32:18
55,87,75,21:32:18
53,113,92,21:32:18
61,73,117,21:32:18
